created,text
2021-12-02 11:56:45,RT @EGU_Seismo: Fancy a little #quiz? Open the second window of our #SeismoAdventCalendar and find out which #earthquake was the largest in…
2021-12-02 11:56:43,"@no_earthquake you may think this is funny, but once i was present in a conversation with him that was literally th… https://t.co/KElod0Y1CM"
2021-12-02 11:56:42,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:55:45,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:55:43,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:54:54,non-french ppl who speak v good french &amp; with whom i have had many conversations in french will sometimes catch me… https://t.co/jbiAocPQcv
2021-12-02 11:54:51,Fancy a little #quiz? Open the second window of our #SeismoAdventCalendar and find out which #earthquake was the la… https://t.co/8MSnJT4dBk
2021-12-02 11:54:25,#Earthquake (#potres) M1.4 strikes 17 km N of #Rijeka (#Croatia) 3 min ago. More info: https://t.co/ktBNz6zeRw
2021-12-02 11:54:07,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:53:37,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:53:32,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:53:30,alaska earthquake | weather today | 9.2 magnitude hits USA live footage https://t.co/yv5lMewUZb via @YouTube
2021-12-02 11:53:24,@kimchi_warui A bad earthquake experience really leaves a lasting impact on you. I honestly don't want to experienc… https://t.co/e85Jv5iG5f
2021-12-02 11:53:08,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:52:55,"RT @calidoniast: The reactions from Counties Work by @icivics were priceless today.

""Why are they complaining about an increase in taxes &amp;…"
2021-12-02 11:52:37,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:52:24,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:52:21,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:52:12,it’s part of my small stable of tweets where the more layers u understand the worse off u are as a human being
2021-12-02 11:52:07,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:52:02,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:51:58,"USGS reports a M0.46 earthquake, 1km ENE of The Geysers, CA on 12/2/21 @ 11:49:25 UTC https://t.co/3YYlntdZNS #earthquake"
2021-12-02 11:51:45,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:51:31,"#Earthquake M3.4 CANARY ISLANDS, SPAIN REGION 4mins ago  2 Dec 11:47 UTC - report/info: 
https://t.co/inlS64ZnJ8"
2021-12-02 11:51:03,"RT @NCS_Earthquake: Earthquake of Magnitude:3.4, Occurred on 02-12-2021, 14:43:00 IST, Lat: 25.09 &amp; Long: 93.69, Depth: 29 Km ,Location: 39…"
2021-12-02 11:50:49,"Lizbert disappears, we are hit with an earthquake, we suffer a Snak shortage. All that in one day?"
2021-12-02 11:50:27,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:50:18,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:50:03,An impressive Croatian earthquake-resistant data center located in Zagreb https://t.co/3ETObaB61M
2021-12-02 11:50:02,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:50:02,this one's for @EqualParallel
2021-12-02 11:49:50,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:49:41,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:49:40,one day we'll push through the embarrassment and all admit to each other that we gaslit ourselves w/ christopher wi… https://t.co/7Ye7zAX1F4
2021-12-02 11:49:33,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:49:11,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:49:00,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:48:58,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:48:57,"COVID has laid bare how sensitive our global supply chain is - now imagine a major #earthquake strikes a key port,… https://t.co/4usnpaKogj"
2021-12-02 11:48:57,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:48:31,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:48:05,"Quake info: Light mag. 3.7 earthquake - Jorge Basadre, Tacna, 35 km east of Ilo, Moquegua, Peru, on Thursday, Dec 2… https://t.co/8hYsjfs3ul"
2021-12-02 11:47:16,"RT @QuakesToday: 2.2 magnitude #earthquake. 54 km from Anchor Point, #AK, United States https://t.co/uke4yYq4qI"
2021-12-02 11:47:15,"phivolcs_dost: #EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 02 Dec 2021 - 07:3… https://t.co/ctQlrT1ecL"
2021-12-02 11:47:13,"phivolcs_dost: #EarthquakePH #EarthquakeSorsogon
#iFelt_SorsogonEarthquake
Earthquake Information No.1
Date and Tim… https://t.co/kWBplOcUyf"
2021-12-02 11:47:04,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:46:55,"RT @phivolcs_dost: #EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 02 Dec 2021 - 07:31 PM
Magnitude = 2.9…"
2021-12-02 11:46:48,"RT @everyEarthquake: USGS reports a M0.35 earthquake, 6km NW of The Geysers, CA on 12/2/21 @ 11:40:50 UTC https://t.co/FKrFolqCqk #earthqua…"
2021-12-02 11:46:34,"RT @QuakesToday: 2.2 magnitude #earthquake. 54 km from Anchor Point, #AK, United States https://t.co/uke4yYq4qI"
2021-12-02 11:46:29,@EqualParallel ^^^^^^ ive been saying this!!!!!
2021-12-02 11:46:27,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:46:22,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:46:15,RT @EqualParallel: @no_earthquake jeff wall is rich and good because diderot tableau sauvignon
2021-12-02 11:46:12,"RT @everyEarthquake: USGS reports a M2.2 earthquake, 53 km WNW of Anchor Point, Alaska on 12/2/21 @ 11:40:33 UTC https://t.co/dQyBygT8Lx #e…"
2021-12-02 11:46:01,"RT @an0n_r0: instead of compulsively bypassing av/edr, sometimes using ""legit"" tools is the best opsec consideration. for pivoting, instead…"
2021-12-02 11:45:57,RT @EarthUncutTV: Sweet @raspishake traces from the #earthquake which rattled the whole of Kanto urban areas last night. Initial thump &amp; no…
2021-12-02 11:45:50,"#EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 02 Dec 2021 - 07:31 PM
Magnitude… https://t.co/hKeQDw4E3m"
2021-12-02 11:45:46,"RT @johnnys: Following its Nagoya premiere in October, actor Yoshitaka Hara's starring turn in ""Ten-Goku"" (Heaven) at last comes to Tokyo!…"
2021-12-02 11:45:45,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:45:42,@no_earthquake jeff wall is rich and good because diderot tableau sauvignon
2021-12-02 11:45:37,RT @EMSC: #Earthquake (#sismo) M2.9 strikes 71 km S of Villa Alota (#Bolivia) 11 min ago. More info: https://t.co/wUiHaFbjJV
2021-12-02 11:45:25,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:45:24,Earthquake - nct127 https://t.co/e0U0sWMQkZ
2021-12-02 11:45:22,"0.94 magnitude earthquake occurred at San Bernardino, CA, United States on 2021-12-02 11:39:11 UTC
Map:… https://t.co/KtSC4HZH38"
2021-12-02 11:45:22,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:45:07,Morning prayer or Earthquake in North America https://t.co/JXcGKt0EgD https://t.co/ABn0K0RA85
2021-12-02 11:45:06,"2.20 magnitude earthquake occurred at Kenai Peninsula, AK, United States on 2021-12-02 11:40:33 UTC
Map:… https://t.co/5HNx2oSCBP"
2021-12-02 11:45:04,"A M2.2 earthquake has been reported by the USGS for 53 km WNW of Anchor Point, Alaska. Link: https://t.co/GrlPx9XenC"
2021-12-02 11:45:03,"2.2 magnitude #earthquake. 54 km from Anchor Point, #AK, United States https://t.co/uke4yYq4qI"
2021-12-02 11:45:03,"Punjabs politics may get earthquake, Captain will meet Shah and Nadda today
News Track English
https://t.co/8bHJky8oJI"
2021-12-02 11:44:58,"USGS reports a M2.2 earthquake, 53 km WNW of Anchor Point, Alaska on 12/2/21 @ 11:40:33 UTC https://t.co/dQyBygT8Lx #earthquake"
2021-12-02 11:44:50,"0.35 magnitude earthquake occurred at Squaw Creek Rd, Cloverdale, CA 95425, United States on 2021-12-02 11:40:50 UT… https://t.co/r4pVvHJ7hX"
2021-12-02 11:44:46,"RT @calidoniast: The reactions from Counties Work by @icivics were priceless today.

""Why are they complaining about an increase in taxes &amp;…"
2021-12-02 11:44:40,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:44:32,"#Earthquake M3.4 CANARY ISLANDS, SPAIN REGION 2mins ago  2 Dec 11:42 UTC - report/info: 
https://t.co/hz81HUzaGE"
2021-12-02 11:44:26,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:44:06,"ML 3.2 CANARY ISLANDS, SPAIN REGION https://t.co/N65VZ1Guwp"
2021-12-02 11:44:05,ML 2.6 EASTERN TURKEY https://t.co/8jiLRmHq3A
2021-12-02 11:44:03,"ML 2.7 DODECANESE ISLANDS, GREECE https://t.co/qMIkPk8NZK"
2021-12-02 11:44:02,"ML 2.5 CANARY ISLANDS, SPAIN REGION https://t.co/Wh1V1oLR2J"
2021-12-02 11:43:50,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:43:48,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:43:35,"@EqualParallel yeah he's very ""here's why who you thought was good is good but not for the reasons you think it is"" which mmm"
2021-12-02 11:43:34,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:43:30,@makkgeollee Earthquake muna plsss. Cheret!
2021-12-02 11:43:21,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:43:20,we are getting earthquake teasers later tonight right? @NCTsmtown
2021-12-02 11:43:08,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:43:05,RT @EMSC: #Earthquake (#lindol) M3.4 strikes 34 km SW of #Legaspi (#Philippines) 18 min ago. More info: https://t.co/VjekMPvAGf
2021-12-02 11:42:59,"USGS reports a M0.35 earthquake, 6km NW of The Geysers, CA on 12/2/21 @ 11:40:50 UTC https://t.co/FKrFolqCqk #earthquake"
2021-12-02 11:42:54,"RT @phivolcs_dost: #EarthquakePH #EarthquakeSorsogon
#iFelt_SorsogonEarthquake
Earthquake Information No.1
Date and Time: 02 Dec 2021 - 07:…"
2021-12-02 11:42:48,Earthquake hits Harnai again https://t.co/1FGMTcuAbm
2021-12-02 11:42:40,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:42:35,Arminfo: Conference on Historical experience of #Spitak #earthquake  to be held  in #Yerevan https://t.co/85kqjRF5GM
2021-12-02 11:42:27,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:42:27,"@no_earthquake ""not all art historians"" 
but also hey its a funny coincidence that all his subjects are v famous an… https://t.co/HwBSoOZcDz"
2021-12-02 11:42:21,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:42:20,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:42:12,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:42:01,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:41:58,"USGS reports a M1.03 earthquake, 15km WSW of Searles Valley, CA on 12/2/21 @ 11:39:11 UTC https://t.co/MBEPPpTR4t #earthquake"
2021-12-02 11:41:55,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:41:42,"RT @jrs437: In the new issue of @HimalayaJournal Geoff Childs
Sienna R. Craig, Christina Juenger &amp; Kristine Hildebrandt explore Earthquake…"
2021-12-02 11:41:42,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:41:34,"#EarthquakePH #EarthquakeSorsogon
#iFelt_SorsogonEarthquake
Earthquake Information No.1
Date and Time: 02 Dec 2021… https://t.co/U4zYxCstYK"
2021-12-02 11:41:30,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:41:28,#Earthquake (#lindol) M3.4 strikes 34 km SW of #Legaspi (#Philippines) 18 min ago. More info: https://t.co/VjekMPvAGf
2021-12-02 11:41:09,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:41:03,"Looks similar to myself? 😑

The witchcraft 🤢🤮.

We hear she was walking around looking like me.
Or conjuring poly A… https://t.co/I6xhzNtFLb"
2021-12-02 11:41:01,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:40:58,How long is the earthquake adjustment period? I was shaken both mentally and physically by that earthquake at 2am last night.
2021-12-02 11:40:37,"RT @sherlock_moles: $XQK @officialXQK TA/Fundamental Analysis (1/4)
Preface: $XQK is a charity coin made to streamline the process of donat…"
2021-12-02 11:40:32,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:40:26,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:40:17,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:56,"RT @foreverdelushon: may earthquake drill ata 

KAI ON YOUNGSTREET
#DJWENDYxKAI 
 https://t.co/tauRd7Uu5h"
2021-12-02 11:39:55,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:47,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:40,Crazy how it looked like this up until the earthquake https://t.co/4XZxpbhwi8
2021-12-02 11:39:36,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:30,"#Earthquake M3.2 CANARY ISLANDS, SPAIN REGION 2mins ago  2 Dec 11:37 UTC - report/info: 
https://t.co/CKZk5LqloF"
2021-12-02 11:39:30,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:28,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:26,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:14,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:13,epicenter 1. (지진) 진앙지; the point on the earth's surface vertically above the focus of an earthquake 2. 중심점; a focal… https://t.co/Ek2cJihOgL
2021-12-02 11:39:12,"RT @johnnys: Following its Nagoya premiere in October, actor Yoshitaka Hara's starring turn in ""Ten-Goku"" (Heaven) at last comes to Tokyo!…"
2021-12-02 11:39:10,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:39:07,"RT @jrs437: In the new issue of @HimalayaJournal Geoff Childs
Sienna R. Craig, Christina Juenger &amp; Kristine Hildebrandt explore Earthquake…"
2021-12-02 11:39:03,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:57,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:54,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:53,"RT @sherlock_moles: $XQK @officialXQK TA/Fundamental Analysis (1/4)
Preface: $XQK is a charity coin made to streamline the process of donat…"
2021-12-02 11:38:52,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:50,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:47,"Quake info: Minor mag. 0.9 earthquake - 7km NW of The Geysers, CA, on Thursday, Dec 2, 2021 3:19 am (GMT -8) - Volc… https://t.co/YjoAbn1tji"
2021-12-02 11:38:36,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:38:13,RT @Roland59201632: 7.5 magnitude earthquake leaves Peru’s impoverished Amazonas in ruins https://t.co/YoTLD31Ykq
2021-12-02 11:37:57,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:37:54,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:37:49,"may earthquake drill ata 

KAI ON YOUNGSTREET
#DJWENDYxKAI 
 https://t.co/tauRd7Uu5h"
2021-12-02 11:37:42,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:37:13,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:37:03,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:36:53,7.5 magnitude earthquake leaves Peru’s impoverished Amazonas in ruins https://t.co/YoTLD31Ykq
2021-12-02 11:36:41,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:36:21,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:36:16,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:59,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:48,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:38,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:36,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:20,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:16,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:14,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:07,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:07,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:35:00,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:34:59,RT @efadi_LP: [20:42h] There is still very liquid  lava pouring out of several chimneys an the northern flank. Earthquake series continues…
2021-12-02 11:34:52,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:34:46,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:34:26,"RT @sherlock_moles: $XQK @officialXQK TA/Fundamental Analysis (1/4)
Preface: $XQK is a charity coin made to streamline the process of donat…"
2021-12-02 11:34:19,RT @efadi_LP: [09:12h] Earthquake series continues in upper chamber but less activity with 20 quakes so far. Max 4.2 in 11km depth polyeste…
2021-12-02 11:34:18,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:34:12,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:34:05,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:39,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:31,The cursed Mayfair Apt was eventually sold to Pete Townsend and Harry lived to the ripe age (for a rocker) of 52. T… https://t.co/IgbyaH1zpc
2021-12-02 11:33:30,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:25,"World Earthquake Report for Thursday, 2 December 2021 / VolcanoDiscovery - VolcanoDiscovery https://t.co/TRRnNYkdRW #Earthquake"
2021-12-02 11:33:21,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:20,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:20,Happy to announce that I got selected for off-campus short-term from @BatesCollege..it is first of its kind when a… https://t.co/OfeV3fmuFI
2021-12-02 11:33:13,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:33:00,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:32:50,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:32:38,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:53,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:52,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:45,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:36,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:35,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:34,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:26,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:16,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:14,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:07,"RT @caption_king5: One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:31:05,"RT @caption_king5: @_dark_crusader One chest bump from karan gave earthquake to chomu random massss hai bro

PAPA KKUNDRRA RAAJ"
2021-12-02 11:30:54,"0.70 magnitude earthquake occurred at NF-5S15, Hemet, CA 92544, United States on 2021-12-02 11:11:09 UTC
Map:… https://t.co/Nb2yIQrMTg"
2021-12-02 11:30:52,"RT @EN_NERV: Earthquake Flash Report – 12/2
At around 6:44pm, a magnitude 4.5 earthquake occurred offshore Eastern Kantō at a depth of 10km…"
